,completeness,number_of_cds,type,length
MarDB_Chromatiales_bacterium_ex_Bugula_neritina_AB1,93.49,6651,MAG,7440560
MarDB_Erythrobacter_citreus_LAMA_915,99.82,2989,WGS,3094737
MarDB_Alphaproteobacteria_bacterium_casp-alpha9,87.93,2170,MAG,2198204
MAGsDB_TARA_RED_MAG_00009,82.77,1022,MAG,930732
MarDB_Sediminihabitans_luteus_strain_DSM_25478,100.0,3010,WGS,3421787
MAGsDB_DACA01,86.83,1448,MAG,1235054
MarDB_Aquimarina_sp_AU474,99.62,4241,WGS,4838585
MarDB_Lactococcus_lactis_RTB018,99.02,2552,WGS,2486649
MarDB_Alphaproteobacteria_bacterium_MarineAlpha3_Bin6,83.71,2177,MAG,2217090
MarDB_Helicobacter_cetorum_strain_138563_8_3,99.77,1673,WGS,1788141
MarDB_SAR406_cluster_bacterium_SCGC_AAA160-I06,91.21,1194,SAG,1125622
MarRef_Haloarcula_sp_CBA1115,99.93,4266,WGS,4225047
MAGsDB_DDJS01,93.35,2464,MAG,2582076
MarRef_Alteromonadaceae_bacterium_2141T_STBD_0c_01a,99.94,4498,WGS,4790451
MarDB_Arthrobacter_enclensis,99.71,3883,WGS,4226232
MAGsDB_PAVR01,81.32,1475,MAG,1404366
MarDB_Planococcus_donghaensis_MPA1U2,99.34,3236,WGS,3303465
MarDB_Sulfurimonas_sp_strain_NORP87,84.9,2365,MAG,2292288
MarRef_Echinicola_vietnamensis_DSM_17526,100.0,4631,WGS,5608041
MarDB_Colwellia_psychrerythraea_ND2E,100.0,4390,WGS,5154851
MarDB_Donghicola_tyrosinivorans_strain_DSM_100212,98.95,4479,WGS,4687719
MarDB_Streptomyces_sp_TAA486,99.91,6151,WGS,7069449
MarDB_Desulfobulbus_mediterraneus,100.0,3933,WGS,4796811
MarRef_Thermococcus_sp_ES1,94.55,2136,WGS,1957743
MarRef_Fervidobacterium_pennivorans_strain_DYC,98.25,1917,WGS,2061853
MarDB_Kordiimonadales_bacterium_strain_NORP107,78.91,2508,MAG,2684488
MAGsDB_PBBS01,83.28,1290,MAG,1323200
MAGsDB_DDGG01,95.7,1586,MAG,1740990
ProGenomes_1121004_PRJNA185548,98.27,2483,WGS,2612795
ProGenomes_633149_PRJNA36643,100.0,3332,WGS,3445263
MarDB_Clostridioides_difficile_strain_CD105HS27,97.72,3607,WGS,4124276
MarDB_Prochlorococcus_sp_AG-347-L20,95.24,1918,SAG,1649271
MarDB_Clostridiales_bacterium_MCWD3,100.0,4209,WGS,4786357
MAGsDB_DFRF01,92.8,3256,MAG,3222098
MarDB_Carnobacterium_inhibens,99.45,2635,WGS,2748609
MarDB_Grimontia_sp_AK16,100.0,4973,WGS,5555591
MarDB_Rhodobacteraceae_bacterium_strain_NORP23,97.15,2642,MAG,2610544
MarDB_Acidobacteria_bacterium_strain_DOLJORAL78_46_51,92.21,2870,MAG,3496648
MarDB_Vibrio_aestivus_strain_CAIM_1861,95.46,5461,WGS,4819674
MarDB_Candidatus_Muproteobacteria_bacterium_strain_SZUA-472,94.51,3735,MAG,3672488
MarRef_Desulfurobacterium_thermolithotrophum_DSM_11699,99.16,1556,WGS,1541969
MarDB_Bacteroidetes_bacterium_SCGC_AAA795-G10,92.12,1816,SAG,1926356
MarDB_Xanthobacter_sp_126,99.96,5079,WGS,5472265
MarDB_Oceanospirillum_multiglobuliferum_ATCC_33336,99.77,3181,WGS,3512709
MarDB_Tropicibacter_naphthalenivorans,100.0,4226,WGS,4459383
MarDB_Archangium_sp_strain_SZUA-606,87.91,6528,MAG,7017176
MarDB_Roseovarius_azorensis_strain_DSM_100674,99.45,3803,WGS,3857114
MAGsDB_NZEV01,76.94,1201,MAG,1158543
MAGsDB_TARA_RED_MAG_00031,93.23,1153,MAG,1182310
MarDB_Oleiagrimonas_sp_MCCC_1A03011,99.15,3028,WGS,3401750
MarDB_Streptomyces_sp_MUSC164T,99.3,7961,WGS,9150543
MAGsDB_PBWL01,88.89,2019,MAG,1985135
MarRef_Altererythrobacter_ishigakiensis_strain_NBRC_107699,98.86,2565,WGS,2673979
MarRef_Celeribacter_indicus_P73,99.55,4847,WGS,4969389
MarDB_Porticoccaceae_bacterium_UBA3436,88.42,2016,MAG,2082198
MarRef_Synechococcus_sp_WH_8102,99.46,2719,WGS,2434429
MAGsDB_DDZB01,79.13,2267,MAG,2144000
MarDB_Gramella_gaetbulicola_strain_DSM_23082,99.62,3256,WGS,3643289
MarDB_Nitrosopumilaceae_archaeon_strain_SZUA-239,78.17,1649,MAG,1202703
MarDB_Pseudoalteromonas_haloplanktis,100.0,4328,WGS,5021466
MarDB_GCF_003387375.1_ASM338737v1,99.93,3559,WGS,3870684
MAGsDB_NYYP01,89.19,1935,MAG,2161033
MarDB_Halomonas_alkaliantarctica_FS-N4,100.0,3423,WGS,3797898
MarDB_Prochlorococcus_sp_AG-402-G06,84.69,1671,SAG,1489406
MarDB_Gemmatimonadetes_bacterium_strain_SZUA-318,98.84,4895,MAG,5637846
MarDB_Prochlorococcus_marinus_MIT_9401,99.73,1925,WGS,1666809
MarRef_Thiomicrospira_crunogena_XCL-2,99.39,2267,WGS,2427735
ProGenomes_1121929_PRJNA178476,99.34,4279,WGS,4409254
MarDB_GCF_003788585.1_ASM378858v1,98.73,2954,WGS,3262569
ProGenomes_395495_PRJNA20039,100.0,4366,WGS,4909403
MAGsDB_PBIO01,94.79,4916,MAG,4908770
MarDB_Gammaproteobacteria_bacterium_strain_SZUA-307,88.66,4442,MAG,4242993
MarDB_Prochlorococcus_sp_AG-424-E18,91.3,1701,SAG,1453179
MarDB_Marinobacter_mobilis_strain_CGMCC_17059,100.0,3614,WGS,3971610
MarDB_Bizionia_echini_strain_DSM_23925,99.67,3026,WGS,3314722
MarDB_Halomonas_denitrificans_strain_DSM_18045,100.0,3402,WGS,3758327
MAGsDB_TARA_ANW_MAG_00020,97.09,3914,MAG,3989233
MAGsDB_NZHT01,82.04,2524,MAG,2959024
MarDB_Amphritea_atlantica_strain_DSM_18887,99.14,4386,WGS,4735182
MarDB_Sulfitobacter_sp_EhC04,99.36,4700,WGS,4852395
MarDB_Algoriphagus_chordae_strain_DSM_19830,100.0,4396,WGS,5189966
MarRef_Pyrococcus_furiosus_DSM_3638,99.5,2102,WGS,1908257
MarDB_GCA_003661125.1_ASM366112v1,83.83,2785,MAG,2212588
MarDB_Clostridia_bacterium_strain_SZUA-448,83.15,3141,MAG,3569055
MAGsDB_NZFT01,94.32,2914,MAG,3470013
MarDB_Alteromonadaceae_bacterium_strain_NORP12,98.38,4980,MAG,6281517
MAGsDB_DLQO01,95.43,1648,MAG,1762152
MarDB_Epibacterium_ulvae_strain_U95,98.76,3987,WGS,4092893
MarDB_Halieaceae_bacterium_MED-G27,81.63,1921,MAG,2024115
MarDB_Halomonas_sp_ND22Bw,99.93,5069,WGS,4183922
MAGsDB_PBOV01,79.09,2459,MAG,2449540
MAGsDB_DDZZ01,98.36,2924,MAG,3138549
MAGsDB_DLRR01,97.33,1676,MAG,1747448
MarDB_Cetobacterium_ceti_ATCC_700028,100.0,2527,WGS,2580907
ProGenomes_938624_PRJNA162995,82.29,916,WGS,775384
MarDB_Defluviitalea_phaphyphila_Alg1,97.99,2448,WGS,2539812
MarDB_Rhodobacteraceae_bacterium_Alg231-30_strain_Rhodobacteraceae_bacterium_Alg231_30,99.25,4301,WGS,4538961
MarDB_Nocardiopsis_flavescens_strain_CGMCC_45723,100.0,6223,WGS,7172934
MAGsDB_PAHB01,76.36,1739,MAG,1666933
MarDB_Clostridium_acetobutylicum_strain_WA,100.0,3890,WGS,4073111
MarRef_Alteromonas_stellipolaris_strain_PQQ-42,99.84,4053,WGS,4755741
MAGsDB_NZFW01,88.97,1353,MAG,1381658
MAGsDB_NHEX01,76.84,1244,MAG,1273881
MarDB_GCF_003688715.1_ASM368871v1,99.19,3621,WGS,3507307
MAGsDB_DGPN01,84.93,1651,MAG,1744866
ProGenomes_1121085_PRJNA185558,98.66,4415,WGS,4418117
MarDB_Candidatus_Kaiserbacteria_bacterium_strain_SZUA-604,75.29,836,MAG,838110
MarDB_bacterium_BMS3Abin04,94.51,3458,MAG,3658364
MarDB_Granulicatella_balaenopterae_strain_DSM_15827,99.45,1928,WGS,2135968
MarDB_Lishizhenia_tianjinensis_strain_CGMCC_17005,100.0,3125,WGS,3567069
MarDB_Marinobacter_sp_AK21,100.0,3514,WGS,3890034
MarDB_Kordia_sp_strain_NORP58,91.6,3217,MAG,3723491
MarDB_Bacillus_sp_NSP2.1,99.55,5275,WGS,5521529
MarDB_Acinetobacter_sp_P8-3-8,99.93,3726,WGS,3892326
MAGsDB_PBJS01,84.4,1452,MAG,1485911
MarDB_Thalassobaculum_salexigens,100.0,4678,WGS,5084549
MarDB_Aliiroseovarius_pelagivivens_strain_CECT_8811,99.24,3218,WGS,3331553
MarDB_GCF_003316875.1_ASM331687v1,98.86,2609,WGS,2800863
MarDB_Shewanella_sp_10N_286_48_B5,99.66,4050,WGS,4713497
MarDB_Oceanicaulis_sp_HL-87,99.51,2618,WGS,2743967
MarDB_Mesonia_algae_strain_DSM_15361,99.24,2877,WGS,3088900
MarDB_Candidatus_Pelagibacter_ubique_HIMB083,99.53,1466,WGS,1395998
MAGsDB_PBWW01,83.18,1390,MAG,1406929
MAGsDB_NYYJ01,86.82,2853,MAG,3504672
MarDB_GCF_003399705.1_ASM339970v1,100.0,4243,WGS,4289595
MarRef_Haloplanus_sp_CBA1113,98.68,3636,WGS,3529327
MarDB_GCF_003390335.1_ASM339033v1,99.62,4084,WGS,4773423
ProGenomes_1069642_PRJNA70801,97.3,3763,WGS,3988594
MarDB_GCA_003647035.1_ASM364703v1,88.89,3673,MAG,3518506
ProGenomes_1046982_PRJNA192295,88.32,2448,WGS,2924052
MAGsDB_DKIC01,96.96,4010,MAG,4237615
MarRef_Bacteriovorax_marinus_SJ,95.09,3279,WGS,3437907
MarDB_Pseudomonas_sp_Choline-02u-1,99.93,5396,WGS,5965550
MarRef_Helicobacter_cetorum_MIT_00-7128,99.94,1779,WGS,1960112
MarDB_Pelagibacteraceae_bacterium_AG-390-L03,94.31,1433,SAG,1352095
MarDB_Candidatus_Marinamargulisbacteria_bacterium_SCGC_AG-343-D04,82.76,1455,SAG,1579210
MarRef_Maribacter_sp_B1,99.34,4188,WGS,4639957
MarDB_Algoriphagus_zhangzhouensis_strain_DSM_25035,100.0,4040,WGS,4802155
MarDB_Phaeobacter_caeruleus,99.65,5184,WGS,5344420
MAGsDB_PATA01,93.38,1563,MAG,1660800
MAGsDB_TARA_ANW_MAG_00040,86.02,3445,MAG,3168685
MarDB_Jeotgalibacillus_sp_22-7,99.34,4217,WGS,4233077
ProGenomes_1381751_PRJNA234061,100.0,3452,WGS,3863615
MarDB_GCA_003601835.1_ASM360183v1,84.19,1401,MAG,1251171
MAGsDB_DEIP01,89.19,2821,MAG,3032252
MarDB_Candidatus_Synechococcus_SH4,83.83,1907,WGS,1658710
MarDB_candidate_division_Hyd24-12_bacterium_JCC-6,76.27,4185,WGS,2921957
MarDB_GCA_003354005.1_ASM335400v1,85.56,1544,MAG,1510256
MarDB_Pelagibacteraceae_bacterium_AG-337-I02,78.92,1534,SAG,1452096
MarDB_Bacteroides_sp_SM23_62_1,87.83,4977,WGS,5784683
MarDB_Salinisphaera_halophila_strain_KSM-18,97.25,2595,WGS,2710038
MAGsDB_PBOJ01,92.5,4273,MAG,5689386
MarDB_Bacteroidetes_bacterium_UBA6063,85.07,3377,MAG,3624083
MAGsDB_TARA_PSW_MAG_00054,85.57,1418,MAG,1428841
MarDB_Shimia_marina_CECT_7688,97.71,3887,WGS,4001861
MAGsDB_PBMB01,93.73,2701,MAG,2484032
MarRef_Nitrosococcus_watsonii_C-113,100.0,3167,WGS,3373287
MAGsDB_PBFH01,92.25,2728,MAG,2784006
MarDB_Sulfurospirillum_arcachonense,99.62,2672,WGS,2656385
MAGsDB_DIBR01,95.92,3802,MAG,4079820
MarDB_Sinomonas_humi,99.48,4210,WGS,4416082
MarRef_Marinomonas_mediterranea_MMB-1,99.89,4228,WGS,4684317
MarDB_Pelagibacteraceae_bacterium_AG-426-L23,86.97,1034,SAG,987485
MarDB_GCA_003353665.1_ASM335366v1,84.04,2196,MAG,1834823
MAGsDB_PBNO01,98.94,3767,MAG,3843638
MarDB_Acholeplasmatales_bacterium_strain_SZUA-569,97.33,1528,MAG,1469955
MAGsDB_PABE01,91.89,3408,MAG,3562751
MarDB_Bacillus_sp_NH7I_1,99.59,3680,WGS,3649006
MarDB_Lyngbya_aestuarii_BL_J,99.74,5956,WGS,6873508
MarDB_Jannaschia_helgolandensis_strain_DSM_14858,99.18,3546,WGS,3562861
MarRef_Alteromonas_australica_H_17,99.59,3735,WGS,4308834
MAGsDB_PANN01,79.12,1162,MAG,1203139
MAGsDB_DJLT01,97.76,3703,MAG,3880229
MarDB_Rhizobiales_bacterium_strain_SY3-15,99.94,4619,WGS,4903946
MarDB_Pelagibacteraceae_bacterium_AG-325-E13,80.72,1040,SAG,955892
MarDB_Shewanella_sp_cp20,99.7,3919,WGS,4474555
ProGenomes_595494_PRJNA33873,100.0,3176,WGS,3471292
MarDB_Prochlorococcus_sp_AG-388-A04,90.49,1705,SAG,1489502
MarDB_Pseudomonas_putida_strain_KH-20-11,99.34,5571,WGS,5976331
MarDB_Rhodoferax_ferrireducens_A7,98.91,4155,WGS,4472505
MarDB_Gracilimonas_amylolytica_strain_LA399,100.0,2749,WGS,3149695
MarDB_Vibrio_mangrovi_CECT_7927,95.31,4327,WGS,4944610
MarDB_Maliponia_aquimaris_CECT_8898,99.7,5122,WGS,5313976
ProGenomes_309800_PRJNA12524,99.19,2968,WGS,2847757
MarDB_Prochloron_didemni_P4-Papua_New_Guinea,98.18,5648,MAG,5686559
MarDB_Lentibacter_algarum_strain_DSM_24677,98.94,3265,WGS,3293488
MAGsDB_TARA_MED_MAG_00072,78.65,2103,MAG,1996491
MarDB_Desulfatibacillum_alkenivorans_DSM_16219,98.06,5273,WGS,6467703
MarDB_GCA_003483885.1_ASM348388v1,91.97,9284,MAG,11439527
MarDB_Bacillus_sp_L1,99.33,3897,WGS,3856256
MAGsDB_NYTV01,85.16,2257,MAG,2233492
MarDB_GCA_003647715.1_ASM364771v1,86.81,1630,MAG,1618596
MAGsDB_TARA_ANE_MAG_00054,75.16,974,MAG,932675
MarDB_Bacillus_sp_CHD6a,98.56,3989,WGS,3965773
MAGsDB_PBKS01,87.29,1611,MAG,1647144
MarDB_Aquimarina_spongiae_strain_DSM_22623,99.62,4742,WGS,5345320
MAGsDB_PBYA01,98.79,3437,MAG,3837150
MarDB_GCA_003601795.1_ASM360179v1,80.5,2240,MAG,1934883
MarDB_GCA_003650675.1_ASM365067v1,97.79,2321,MAG,2065063
MarDB_GCA_003651095.1_ASM365109v1,77.86,2150,MAG,2133484
MarDB_Oceanobacillus_sp_JCM_19060,90.09,7359,WGS,4899237
MarDB_Loktanella_cinnabarina_strain_XM1,98.94,3650,WGS,3800995
MarDB_Microbacterium_sediminis_strain_YLB-01,99.44,2603,WGS,2760012
MAGsDB_TARA_PSE_MAG_00086,80.3,1655,MAG,1518980
MarDB_Halomonas_taeanensis_strain_BH539,100.0,3430,WGS,3756723
MarDB_Streptomyces_sp_MUSC_93,99.36,6423,WGS,7015077
MAGsDB_DDZW01,90.05,4927,MAG,5250035
MarDB_Vibrio_lentus_strain_10N_261_46_F8,99.87,5096,WGS,5685011
MarDB_Methyloversatilis_universalis_2,99.59,3818,WGS,4220165
MAGsDB_DBHP01,81.81,1871,MAG,1807596
MarDB_Vibrio_splendidus_strain_10N_261_48_B5,99.91,5199,WGS,5660348
MarDB_Luminiphilus_syltensis_NOR51-B,99.02,2965,WGS,3261542
MarDB_Colwellia_mytili_KCTC_52417,98.82,3930,WGS,4511656
MarDB_Yersinia_kristensenii_FCF580,100.0,4082,WGS,4537665
MarDB_Candidatus_Altiarchaeales_archaeon_WOR_SM1_SCG,79.06,2590,SAG,2549737
MarDB_Reichenbachiella_faecimaris_DSM_26133,98.29,4056,WGS,4711560
MarDB_GCF_003663885.1_ASM366388v1,99.39,3914,WGS,3949755
MarDB_Synechococcus_sp_PCC_7335,98.91,5270,WGS,5973559
MarDB_Myxosarcina_sp_GI1,99.56,6515,WGS,7069859
MarDB_Reichenbachiella_sp_5M10,98.59,3835,WGS,4636242
MAGsDB_DKOT01,87.27,2596,MAG,2751891
MarDB_Bacillus_sp_JCM_19041,93.84,6722,WGS,4798986
MarDB_GCA_003491845.1_ASM349184v1,75.0,2864,MAG,2888431
MarDB_Blastococcus_aggregatus_strain_DSM_4725,99.05,4432,WGS,4620309
MAGsDB_TARA_PSE_MAG_00005,99.67,3095,MAG,3339769
MarRef_Formosa_sp_Hel3_A1_48,96.7,1817,WGS,2016455
MarDB_Prochlorococcus_sp_scB243_495K23,96.92,1950,SAG,1620137
MAGsDB_DDOA01,100.0,5826,MAG,7562642
MAGsDB_NZMY01,95.76,3754,MAG,4023093
MarDB_Pelagibacteraceae_bacterium_AG-337-G04,93.98,1402,SAG,1330070
MarDB_GCA_003650635.1_ASM365063v1,82.98,1786,MAG,1533593
ProGenomes_1121017_PRJNA195780,100.0,3769,WGS,3995323
MarDB_GCA_003444815.1_ASM344481v1,84.14,2737,MAG,2469318
MAGsDB_DDEE01,85.39,1956,MAG,2124636
MAGsDB_DAMG01,82.51,1347,MAG,1447310
MarDB_Prochlorococcus_sp_AG-363-C02,77.85,1595,SAG,1420347
MarDB_Ruegeria_sp_R11,99.77,3568,WGS,3821840
MarDB_Formosa_algae,98.35,3673,WGS,4292462
MAGsDB_PBSN01,83.68,1748,MAG,1873240
MarRef_Planococcus_plakortidis_strain_DSM_23997,99.34,3273,WGS,3275844
MarDB_Microbacterium_maritypicum_MF109,98.74,4030,WGS,3996921
MAGsDB_DKGH01,87.31,2642,MAG,3167954
MAGsDB_DCWG01,88.0,3926,MAG,3736422
MAGsDB_PBGL02,86.4,1318,MAG,1478905
MAGsDB_PAAM01,82.62,1492,MAG,1453069
MarRef_Candidatus_Pelagibacter_sp_IMCC9063,98.81,1424,WGS,1284728
MarDB_Nitrospirae_bacterium_strain_SZUA-224,89.69,2435,MAG,2566082
MarDB_Kiloniella_sp_P1-1,100.0,4054,MAG,4312120
MarDB_Pelagibaca_bermudensis,98.77,5070,WGS,5482984
MAGsDB_PAWJ01,76.07,1686,MAG,1787786
MarDB_Vibrio_caribbenthicus_ATCC_BAA2122,94.76,4008,WGS,4410537
MarDB_GCF_003610535.1_ASM361053v1,100.0,4654,WGS,5800440
MarDB_Flavobacteriales_bacterium_UBA6049,95.85,3668,MAG,3926399
MarDB_Pseudomonas_marincola_strain_JCM_14761,99.68,4602,WGS,5020985
MarDB_Gammaproteobacteria_bacterium_strain_SZUA-142,89.21,4404,MAG,4050521
MarRef_Mehyloceanibacter_caenitepidi_Gela4,97.78,3294,WGS,3424965
MAGsDB_TARA_ION_MAG_00047,79.69,2043,MAG,2067447
MarDB_Notoacmeibacter_marinus_XMTR2A4,100.0,3125,WGS,3292184
MarDB_Thalassotalea_sp_42_200_T64,92.42,3319,MAG,3618190
MarDB_Geobacillus_icigianus,99.44,3473,WGS,3457811
MarDB_Gammaproteobacteria_bacterium_strain_SZUA-231,75.77,2181,MAG,2050714
MarDB_GCA_003650785.1_ASM365078v1,91.18,1619,MAG,1448026
MarRef_Kosmotoga_olearia_TBF_1951,100.0,2166,WGS,2302127
MarDB_filamentous_cyanobacterium_CCP2,96.19,6588,WGS,6951120
MarDB_Marine_group_II_euryarchaeote_REDSEA-S11_B3N4,81.96,1183,MAG,1295986
MarDB_Thermophagus_xiamenensis_strain_DSM_19012,99.46,3066,WGS,3899562
MarDB_GCF_003384935.1_ASM338493v1,98.32,2967,WGS,3388514
MarDB_Prochlorococcus_sp_AG-311-J23,77.9,1628,SAG,1427538
MAGsDB_DEAY01,86.61,4152,MAG,4780578
MAGsDB_PATB01,87.85,1389,MAG,1231651
MAGsDB_PABI01,96.97,6932,MAG,8054069
MAGsDB_TARA_PSW_MAG_00067,76.29,3453,MAG,3369141
MarDB_Methylococcales_bacterium_OPU3_GD_OMZ,95.27,2164,WGS,2106857
MarDB_Candidatus_Thorarchaeota_archaeon_MP11T_1,90.19,3694,MAG,3487971
MAGsDB_PAOL01,80.01,2432,MAG,2646596
MAGsDB_NZGN01,83.15,2696,MAG,2597784
MarRef_Nautilia_profundicola_AmH,99.59,1737,WGS,1676445
MarDB_Bacillus_aryabhattai_GZ03,99.43,5228,WGS,5105130
MarDB_Bacteroidetes_bacterium_strain_Sum29DL08_bin30,97.85,1738,MAG,1826900
MarDB_Alteromonadaceae_bacterium_Bs31,99.57,4322,WGS,5017353
MAGsDB_NYVD01,91.27,3334,MAG,3420613
MAGsDB_DDEF01,76.61,2894,MAG,2932641
MarRef_Yersinia_ruckeri_strain_NHV_3758,100.0,3342,WGS,3766700
MAGsDB_DDCQ01,88.14,2027,MAG,2037313
MarDB_Vibrio_sp_10N_286_48_B8,99.82,4615,WGS,5222840
MarDB_Microbulbifer_marinus_strain_CGMCC_110657,99.57,3373,WGS,3982391
MAGsDB_PAFA01,76.91,1623,MAG,1770030
MarDB_Prochlorococcus_marinus_XMU1408,98.78,1984,WGS,1795147
MarDB_GCA_003529325.1_ASM352932v1,86.36,5536,MAG,5533864
MarDB_GCA_003650025.1_ASM365002v1,97.6,1880,MAG,2042961
MarDB_Arenimonas_donghaensis,99.37,2698,WGS,2977057
MarDB_Haloferax_larsenii_strain_CDM_5,99.19,3964,WGS,3894078
MAGsDB_NZZH01,77.43,1377,MAG,1443025
MAGsDB_PAVD01,85.73,2162,MAG,2193070
MAGsDB_DEIT01,87.51,4184,MAG,4101605
MarDB_Aureicoccus_marinus_strain_SG-18,97.33,2956,WGS,3052917
MarDB_Salinimicrobium_catena_strain_CGMCC_16101,99.62,2985,WGS,3261466
MarDB_Roseobacter_sp_AzwK-3b,99.4,4049,WGS,4178705
MarDB_Aquimarina_muelleri,99.62,4118,WGS,4903220
MarDB_GCA_003645645.1_ASM364564v1,96.55,3991,MAG,3982661
MarRef_Renibacterium_salmoninarum_ATCC_33209,99.02,3528,WGS,3155251
MAGsDB_DDGC01,97.2,3664,MAG,3756137
MAGsDB_NHDL01,84.35,1340,MAG,1281373
MAGsDB_NHCB01,92.68,1849,MAG,1881163
MarRef_Alteromonas_sp_MB-3u-76,99.95,3831,WGS,4360928
MAGsDB_TARA_RED_MAG_00019,84.55,1707,MAG,1853706
ProGenomes_754477_PRJNA84459,100.0,2569,WGS,2697465
ProGenomes_1379701_PRJNA237318,94.59,3692,WGS,3887659
MarDB_Alphaproteobacteria_bacterium_MarineAlpha5_Bin9,96.39,1276,MAG,1231362
MarDB_Nisaea_denitrificans,100.0,4264,WGS,4626719
MAGsDB_NYYZ01,88.71,2288,MAG,2822307
MarDB_Haladaptatus_sp_W1,98.05,5836,WGS,5192570
MarDB_Ruegeria_sp_AU67,99.89,4531,WGS,4626214
MarDB_Thioclava_sp_DLFJ5-1,99.39,4139,WGS,4330998
MAGsDB_TARA_MED_MAG_00057,97.03,1819,MAG,1812124
MAGsDB_DFBC01,84.81,2040,MAG,1993819
MAGsDB_TARA_MED_MAG_00023,95.73,1922,MAG,1928213
MarDB_Pseudomonas_stutzeri_NF13,99.88,4331,WGS,4674668
MAGsDB_NZIY01,85.02,2167,MAG,2035001
MarRef_Kangiella_profundi_strain_FT102,100.0,2442,WGS,2653010
MarDB_Gammaproteobacteria_bacterium_UBA5338,84.49,2688,MAG,2657032
MarDB_Nitrospirae_bacterium_strain_SZUA-242,94.55,3162,MAG,3235760
MAGsDB_DGNA01,84.32,3070,MAG,3033473
MarDB_GCA_003646135.1_ASM364613v1,92.46,6867,MAG,9360232
MAGsDB_NZUH01,75.78,1377,MAG,1516047
MarDB_Candidatus_Dadabacteria_bacterium_strain_SZUA-126,81.79,2301,MAG,2048275
MarDB_Bacteroidetes_bacterium_strain_SZUA-53,81.9,2137,MAG,2532015
MarDB_Thalassobacter_stenotrophicus_strain_LXJ116,99.33,3411,WGS,3458843
MarDB_Alphaproteobacteria_bacterium_MarineAlpha2_Bin1,86.32,2000,MAG,1866193
MarDB_Escherichia_coli_E1140,99.62,4818,WGS,5111618
MarDB_GCA_003643895.1_ASM364389v1,95.14,2424,MAG,2465738
MarDB_Marinobacter_nanhaiticus_D15-8W,100.0,4821,WGS,5358910
MarDB_Vibrio_sp_E4404,94.61,3793,WGS,4265296
MarDB_Alteromonas_sp_190,99.89,4871,WGS,5159414
MarDB_Pseudoalteromonas_rubra,99.89,5089,WGS,5954505
MarDB_GCF_003326795.1_ASM332679v1,100.0,4347,WGS,4684115
MarDB_Desulfomicrobium_norvegicum_strain_DSM_1741,99.96,3820,WGS,4352997
MarRef_Thermotoga_neapolitana_DSM_4359,100.0,1915,WGS,1884563
MAGsDB_NZLE01,87.12,2241,MAG,2564331
MAGsDB_TARA_ANE_MAG_00026,79.78,1379,MAG,1357143
MarRef_Methyloceanibacter_sp_wino2_MMP08944420,96.97,3134,MAG,3209973
MarDB_Gaetbulibacter_saemankumensis,99.5,2677,WGS,3089150
ProGenomes_1100721_PRJNA171294,99.97,2967,WGS,3025865
MarDB_Arenitalea_lutea_strain_CGMCC_112213,99.34,2962,WGS,3377932
MarDB_Erythrobacter_sp_AP23,99.14,3248,WGS,3402104
MarDB_Shewanella_sp_UCD-KL21,99.78,3900,WGS,4598774
MarDB_Synechococcus_sp_NKBG15041c,99.45,3083,WGS,3180044
MarDB_Methanolobus_vulcani_strain_PL_12-M,99.51,2827,WGS,2947908
MarDB_Loktanella_sp_5RATIMAR09,99.7,3727,WGS,3699257
MarDB_GCF_003610805.1_ASM361080v1,98.57,3492,WGS,3654751
MAGsDB_PBYE01,89.43,2812,MAG,3112961
MarRef_hermovibrio_ammonificans_HB-1,99.58,1833,WGS,1759527
MarRef_Shewanella_amazonensis_SB2B,100.0,3723,WGS,4306143
MarDB_Bacteroidetes_bacterium_MED-G17,95.63,1506,MAG,1668018
MarDB_Sediminitomix_flava_strain_DSM_28229,98.96,5043,WGS,6603976
ProGenomes_1121459_PRJNA169818,95.27,3096,WGS,3324581
MAGsDB_PAPN01,76.55,3418,MAG,3418368
MarDB_Prochlorococcus_sp_AG-402-A21,89.8,1896,SAG,1669193
MarDB_Nocardia_crassostreae_NBRC_100342,99.51,8165,WGS,8293149
MarDB_Clostridium_beijerinckii_strain_WB,99.19,5112,WGS,5781106
MarDB_Halomonas_sp_MES3-P3E,100.0,4308,WGS,4487593
MAGsDB_TARA_MED_MAG_00005,92.31,1578,MAG,1647124
MarDB_Alphaproteobacteria_bacterium_UBA3437,93.98,2177,MAG,2243525
MarDB_Flavobacteriaceae_bacterium_MAR_2009_75,99.67,4025,WGS,4764584
MarDB_GCA_003650485.1_ASM365048v1,84.37,4054,MAG,4326349
MarDB_Alteromonadales_bacterium_alter-6D02,100.0,3474,WGS,3992016
MarDB_GCF_003719295.1_ASM371929v1,99.78,3590,WGS,3961381
MarDB_Thiocapsa_marina_5811,99.94,4944,WGS,5595541
MarDB_GCF_003350295.1_ASM335029v1,97.02,3921,WGS,4360861
MarDB_Myroides_marinus_strain_DSM_23048,99.65,3751,WGS,4158307
MAGsDB_TARA_MED_MAG_00085,88.58,2698,MAG,2598995
MarDB_gamma_proteobacterium_symbiont_of_Ctena_orbiculata_strain_LUC_16_020_40_F,99.25,4436,MAG,4740110
MAGsDB_NZNT01,99.68,4185,MAG,4265341
MarDB_GCA_003643835.1_ASM364383v1,98.51,1544,MAG,1434794
MarRef_Corynebacterium_sphenisci_DSM_44792,99.4,2298,WGS,2594800
